YDL055C	-10.043818667
YGR162W	-6.90912125109
YGR086C	-4.97468998115
YGR285C	-4.86531159011
YGR180C	-4.66689515163
YMR186W	-4.65512964176
YPL031C	-4.62743578518
YMR205C	-4.58653364976
YOL039W	-4.45824417597
YLL024C	-4.25601364404
YOL040C	-4.25083056495
YER091C	-3.94833532426
YHR200W	-3.78905688997
YML008C	-3.77229000611
YCR004C	-3.75188505747
YLR355C	-3.70366259875
YPR102C;YGR085C	-3.55547083757
YOR332W	-3.51415313624
YJR105W	-3.41127892296
YGL055W	-3.39051098151
YGL189C	-3.38343596026
YKL081W	-3.35688070365
YLR109W	-3.31729541224
YJL130C	-3.31241417157
YNL030W;YBR009C	-3.29714801306
YMR143W;YDL083C	-3.26931174202
YBR127C	-3.25696770948
YER177W	-3.25279731445
YGL105W	-3.16686848828
YOR341W	-3.08611008165
YLR453C	-3.07733410412
YJR007W	-3.05747935297
YJR016C	-3.04948333393
YDL081C	-3.03949816712
YBR031W	-2.93941464141
YAL038W;YOR347C	-2.81869630829
YDL130W	-2.75988133485
YNL104C;YOR108W	-2.746764993
YDR345C	-2.72574133369
YPL240C	-2.70930047481
YJL052W	-2.62658386631
YKL182W	-2.61306270882
YCL057C-A	-2.48192499866
YJL042W	-2.43144743844
YOR267C	-2.40735811972
YJR123W	-2.40528922563
YIL041W	-2.38600229295
YDR516C	-2.37095508635
YGL253W	-2.3511415811
YGR264C	-2.34089173697
YLR150W	-2.31775638729
YDL126C	-2.27900922337
YDR341C	-2.21925186607
YNR016C;YMR207C	-2.210577098
YKL056C	-2.19481562427
YKL080W	-2.16548377797
YCR028C-A	-2.14703567571
YOL127W	-2.12440276956
YNL209W	-2.11049685833
YAL003W	-2.08332319181
YAL005C;REV__YPL217C	-2.06129913335
YBR218C	-2.05251352569
YIL069C;YER074W	-2.04799049616
YDL185W;CON__P34955	-2.01842838315
YJR045C;YEL030W	-2.01313585138
YOR293W	-1.99068915051
YML028W	-1.97476615861
YDR382W	-1.93245946699
YDR510W	-1.92477602234
YGL123W	-1.92391200859
YJR029W	-1.90615422272
YLR180W	-1.87139571471
YPL106C	-1.84620908448
YPL220W;YGL135W	-1.84091440428
YJL034W	-1.80025896263
YJL172W	-1.79391972766
YKL152C	-1.78460765733
YPR183W	-1.74559643157
YLR044C;YLR134W;YGR087C;YDL080C	-1.74407728564
YDR212W	-1.73129019612
YER165W	-1.71295917444
YMR047C	-1.69239560688
YAL060W	-1.65973970251
YNL069C	-1.62098814275
YHR064C	-1.60189455545
YPL131W	-1.58863850226
YNL178W	-1.58801482988
YER057C	-1.58761352927
YBR189W	-1.57336261659
YGL023C	-1.55014320038
YOR133W;YDR385W	-1.54930341111
YLR340W	-1.53705790101
YLR061W	-1.50472178109
YPL081W	-1.48127257341
YLR367W;YJL190C	-1.43532693365
YKR057W	-1.43410013642
YER155C	-1.42989541411
YER089C	-1.4168487473
YGR204W	-1.41338350343
YOL121C;REV__YOR335C	-1.36649706528
YLR029C;YMR121C	-1.34824819811
YKL006W	-1.33445137551
YLL050C	-1.30768678871
YOR027W	-1.28952543454
YER009W	-1.28261006583
YDL084W	-1.26331668628
YBR198C	-1.25984681167
YMR116C	-1.2460402995
YGR192C	-1.23869780158
YGR254W	-1.20465075176
YDR429C	-1.20302328391
YKR059W;YJL138C	-1.19060293981
YGL008C;YPL036W	-1.15790015487
YDR172W	-1.11351588434
YIL053W	-1.10112954456
YDR023W	-1.07325882739
YOL021C	-1.06555888009
YOR369C	-1.03041302171
YHL033C	-1.01849513577
YGL037C	-0.995961274331
YCL037C	-0.990897539145
YMR290C	-0.984740297822
YOR353C	-0.968385088461
YKR025W	-0.960070172525
YIL133C	-0.95837592486
YNL044W	-0.940476570023
YDR264C	-0.914379731915
YER086W	-0.910575594374
YKL054C	-0.896473896052
YDL223C	-0.889346528906
YKL180W	-0.873902762479
YPR074C	-0.871243551626
YBR135W	-0.824941062314
YPL091W	-0.805869689489
YGL147C	-0.770699096357
YDR363W-A	-0.734747878091
YPL004C	-0.724033546526
YER036C	-0.722172904747
YLR351C	-0.700118316625
YAR042W	-0.665257919124
YLR325C	-0.624675503438
YOR096W	-0.621853379464
YBR098W	-0.577583453581
YIL022W	-0.565030418061
YML024W;YDR447C	-0.483755806898
YJR009C	-0.480868623428
YPR163C	-0.470472258164
YGL173C	-0.469973987917
YKL035W	-0.462361982656
YGR155W	-0.439547425737
YMR070W	-0.435568690968
YJL191W	-0.411513105651
YDR155C	-0.371399842497
YCR012W	-0.358341265859
YMR080C	-0.34366146936
YCR073W-A	-0.259403379939
YHL015W	-0.244433409391
YBR011C	-0.23874542277
YOL120C;YNL301C	-0.238026088349
YOR167C	-0.197563127308
YPL090C;YBR181C	-0.179560176488
YOL109W	-0.173142308522
YLR249W	-0.160195833992
YDR050C	-0.15956580834
YHR183W;YGR256W	-0.119205046292
YLR432W;YHR216W;YAR075W;YAR073W	-0.0843518400065
YHR174W	-0.0479902402011
YBL076C	-0.0325461911566
YLR371W;YGR070W	-0.0313952555014
YBR126C	-0.0301846729385
YBR196C	-0.0296085772696
YEL054C;YDR418W	-0.0180435414326
YEL021W	0.0473728125132
YMR217W	0.0475304613945
YPR080W;YBR118W	0.0598526149718
YOR312C;YMR242C	0.0669475291945
YPL028W	0.0780031759008
YHR010W;YDR471W	0.0991610776174
YLR244C	0.10693404236
YGR094W	0.110025475009
YKL052C	0.126869808937
YNL208W	0.193459249365
YER110C	0.218881244708
YGL076C	0.219146686218
YAL012W	0.307810675105
YLR259C	0.317548537616
YHR030C	0.319654101416
YIL078W	0.338647764203
YDL137W	0.356248243589
YDR064W	0.410023638076
YMR012W	0.432171408263
YER136W	0.475107341548
YOL139C	0.489232846667
YBR215W	0.499682471298
YGR237C	0.536437037009
YLR167W;YLL039C	0.539777116853
YOL143C	0.569630507857
YIL051C	0.607709910931
YOL086C;YMR303C	0.621819292277
YDR025W;YBR048W	0.625883002105
YEL071W	0.632510937733
YCL043C	0.647882680638
YDL131W	0.677649039168
YPL231W	0.687367776516
YBL002W	0.703721466482
YGL030W	0.712075706784
YER102W;YBL072C	0.712414444662
YMR146C	0.72746981876
YDR500C	0.819432932674
YDR210C-D	0.847313826622
YKL121W	0.84949977982
YGR124W	0.873826523916
YDR234W	0.87450445903
YDR477W	0.89804357075
YLR075W	0.918571987743
YDR432W	0.936134325822
YPL061W	0.972375737049
YLR058C	0.978961082382
YML026C;YDR450W	0.994053028915
YGL009C	1.01830755331
YGR214W	1.03582433986
YNL006W	1.08409087977
YGR240C	1.09857794947
YHR205W	1.15504422381
YOR063W	1.1556623306
YKL112W	1.15945410444
YJR145C;YHR203C	1.19507734694
YPL249C-A	1.20146939451
YNL106C	1.29593256658
YIL018W;YFR031C-A	1.3085079055
YPR043W;YJR094W-A	1.31306789226
YJR104C	1.32870736212
YAL042W	1.3420070113
YMR108W	1.37456658557
YPR041W	1.43653374332
YLR328W	1.44741992757
YDR502C	1.48385068034
YGR061C	1.50238987617
YOR187W	1.54799966937
YFL039C	1.64714265263
YHR097C	1.81124956553
YGR178C	1.82253422447
YPL204W	1.96628794277
YMR142C	2.08008506326
YLL018C	2.09112584902
YCL009C	2.14364492134
YBR263W	2.21932218151
YDR165W	2.27289365064
YBL092W	2.31299357389
YDL022W	2.36189903315
YNL015W	2.39590087094
YGL103W	2.42466582322
YLR438W	2.43421225896
YLR208W	2.46250235434
YDL191W;YDL136W	2.50724425622
YFL018C	2.56730506293
YHR021C	2.61568999442
YEL034W;YJR047C	2.67271973169
YML063W	2.78069267769
YBR191W	2.83408204585
YJR017C	2.91142364041
YFR032C-A	3.07612245944
YKL060C	3.09225591421
YGL256W	3.14689024538
YBR084C-A;YBL027W	3.2141368095
YPR145W	3.45148681669
YGL026C	3.45179243727
YML017W	3.54577188404
YBL039C	3.7085618623
YER043C	3.82401071638
YER088C	3.99676545253
YLR250W	4.01463116566
YHR108W	4.18392549617
YER138C	4.67236808349
YJL020C	4.77426263966
YGR234W	4.85730842442
YLR153C	5.02502685268
YPR035W	5.3769268348
